id,time,country,studies,socpro,age,gender,official_vote,opinion_on_system,rule_1,rule_2,rule_3,rule_4
1091,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1092,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1093,2022-04-12,FR,superieur,liberal,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1094,2022-04-12,FR,superieur,prive,18-29,h,Marine Le Pen,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
1095,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1096,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1097,2022-04-12,FR,superieur,public,18-29,f,ni,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1098,2022-04-12,FR,superieur,prive,40-49,h,Emmanuel Macron,1.0,approval,borda,scores_3_neg,majority_judgement_7
1099,2022-04-12,FR,superieur,prive,30-39,h,Emmanuel Macron,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1100,2022-04-12,FR,secondaire,liberal,30-39,f,Jean-Luc Mélenchon,0.0,approval,borda,scores_3_neg,majority_judgement_7
1101,2022-04-12,FR,superieur,etudiant,18-29,f,Fabien Roussel,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1102,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1103,2022-04-12,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_3_neg,majority_judgement_5
1104,2022-04-12,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1105,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1106,2022-04-12,FR,superieur,etudiant,0-18,h,,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1107,2022-04-12,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
1108,2022-04-12,FR,superieur,public,18-29,f,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1109,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1110,2022-04-12,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,0.0,approval,borda,scores_3_neg,majority_judgement_5
1111,2022-04-12,FR,superieur,prive,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
1112,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1113,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_3_neg,majority_judgement_7
1114,2022-04-12,CA,superieur,prive,30-39,h,abstention,0.0,approval,irv_2,scores_4_neg,majority_judgement_5
1115,2022-04-12,FR,superieur,liberal,40-49,f,blanc,-2.0,approval,borda,scores_4_neg,majority_judgement_5
1116,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1117,2022-04-12,FR,secondaire,public,50-59,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1118,2022-04-12,FR,superieur,prive,18-29,f,Jean Lassalle,-1.0,approval,irv_1,scores_3_neg,majority_judgement_5
1119,2022-04-12,FR,superieur,chomage,40-49,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_3_neg,majority_judgement_7
1120,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,approval,irv_2,scores_4_pos,majority_judgement_5
1121,2022-04-12,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_7
1122,2022-04-12,FR,secondaire,autre,30-39,f,Jean-Luc Mélenchon,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1123,2022-04-12,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1124,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1125,2022-04-12,FR,nspp,nspp,18-29,h,Eric Zemmour,,approval,irv_1,scores_4_neg,majority_judgement_7
1126,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
1127,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1128,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1129,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1130,2022-04-12,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_3_neg,majority_judgement_7
1131,2022-04-12,FR,superieur,prive,30-39,h,Eric Zemmour,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1132,2022-04-12,ES,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
1133,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1134,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1135,2022-04-12,FR,superieur,prive,18-29,h,abstention,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1136,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
1137,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,0.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1138,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1139,2022-04-12,FR,superieur,liberal,50-59,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1140,2022-04-12,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1141,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1142,2022-04-12,FR,superieur,public,50-59,f,Eric Zemmour,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1143,2022-04-12,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,,approval,irv_1,scores_4_neg,majority_judgement_5
1144,2022-04-12,FR,superieur,chomage,18-29,f,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1145,2022-04-12,FR,superieur,public,50-59,h,Eric Zemmour,1.0,approval,irv_1,scores_4_neg,majority_judgement_7
1146,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1147,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
1148,2022-04-12,FR,superieur,public,30-39,h,Marine Le Pen,1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1149,2022-04-12,FR,superieur,prive,30-39,h,Jean Lassalle,2.0,approval,irv_1,scores_4_pos,majority_judgement_7
1150,2022-04-12,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1151,2022-04-12,FR,superieur,prive,18-29,nspp,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1152,2022-04-12,BE,superieur,public,30-39,h,ni,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
1153,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1154,2022-04-12,FR,,,,,,,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1155,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1156,2022-04-12,FR,superieur,prive,18-29,f,Jean-Luc Mélenchon,,approval,borda,scores_4_neg,majority_judgement_5
1157,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1158,2022-04-12,FR,superieur,etudiant,18-29,nspp,Jean-Luc Mélenchon,0.0,approval,irv_1,scores_4_neg,majority_judgement_5
1159,2022-04-12,DE,superieur,prive,18-29,f,Jean-Luc Mélenchon,2.0,approval,borda,scores_3_neg,majority_judgement_5
1160,2022-04-12,US,superieur,prive,18-29,f,ni,,approval,borda,scores_4_neg,majority_judgement_7
1161,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1162,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1163,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1164,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1165,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1166,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,approval,borda,scores_3_neg,majority_judgement_7
1167,2022-04-12,FR,superieur,public,30-39,h,Emmanuel Macron,1.0,approval,irv_1,scores_3_neg,majority_judgement_7
1168,2022-04-12,FR,superieur,prive,18-29,,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
1169,2022-04-12,FR,superieur,retraite,50-59,h,Emmanuel Macron,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1170,2022-04-12,CH,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
1171,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1172,2022-04-12,DE,superieur,public,18-29,h,ni,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
1173,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
1174,2022-04-12,FR,superieur,prive,18-29,f,Eric Zemmour,-1.0,approval,borda,scores_4_neg,majority_judgement_7
1175,2022-04-12,ES,superieur,etudiant,18-29,h,nspp,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1176,2022-04-12,FR,superieur,etudiant,18-29,h,abstention,1.0,approval,irv_2,scores_4_neg,majority_judgement_7
1177,2022-04-12,FR,superieur,liberal,18-29,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1178,2022-04-12,US,superieur,prive,30-39,h,Yannick Jadot,-1.0,approval,irv_2,scores_4_neg,majority_judgement_7
1179,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1180,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1181,2022-04-12,FR,superieur,prive,30-39,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1182,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1183,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1184,2022-04-12,FR,superieur,etudiant,18-29,h,Emmanuel Macron,1.0,approval,borda,scores_4_neg,majority_judgement_7
1185,2022-04-12,FR,superieur,public,30-39,h,Philippe Poutou,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1186,2022-04-12,FR,superieur,retraite,+70,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1187,2022-04-12,FR,superieur,liberal,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
1188,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
1189,2022-04-12,FR,superieur,prive,50-59,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1190,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1191,2022-04-12,FR,superieur,prive,18-29,h,Valérie Pecresse,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1192,2022-04-12,FR,superieur,public,30-39,h,blanc,-2.0,approval,borda,scores_3_neg,majority_judgement_5
1193,2022-04-12,FR,superieur,liberal,30-39,h,Eric Zemmour,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1194,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_7
1195,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_5
1196,2022-04-12,FR,superieur,etudiant,18-29,f,Yannick Jadot,-1.0,approval,irv_1,scores_3_neg,majority_judgement_7
1197,2022-04-12,FR,superieur,public,30-39,f,Emmanuel Macron,1.0,approval,irv_1,scores_4_pos,majority_judgement_7
1198,2022-04-12,FR,superieur,etudiant,18-29,nspp,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
1199,2022-04-12,FR,superieur,autre,30-39,nspp,Jean Lassalle,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
1200,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
1201,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1202,2022-04-12,FR,superieur,public,40-49,f,ni,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1203,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1204,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1205,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1206,2022-04-12,FR,secondaire,etudiant,0-18,h,m18,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
1207,2022-04-12,FR,secondaire,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_7
1208,2022-04-12,FR,superieur,chomage,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1209,2022-04-12,FR,secondaire,prive,30-39,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
1210,2022-04-12,FR,superieur,public,18-29,f,Jean-Luc Mélenchon,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1211,2022-04-12,FR,superieur,nspp,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1212,2022-04-12,FR,superieur,public,18-29,nspp,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
1213,2022-04-12,BG,superieur,prive,40-49,nspp,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_pos,majority_judgement_5
1214,2022-04-12,FR,secondaire,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1215,2022-04-12,BE,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1216,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1217,2022-04-12,KE,superieur,public,40-49,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1218,2022-04-12,FR,superieur,etudiant,18-29,h,abstention,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1219,2022-04-12,PF,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1220,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1221,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1222,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1223,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1224,2022-04-12,FR,superieur,prive,18-29,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
1225,2022-04-12,FR,superieur,public,18-29,f,Yannick Jadot,-2.0,approval,borda,scores_3_neg,majority_judgement_7
1226,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1227,2022-04-12,FR,superieur,liberal,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
1228,2022-04-12,FR,secondaire,public,30-39,h,Jean-Luc Mélenchon,0.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1229,2022-04-12,FR,superieur,public,30-39,h,nspp,-2.0,approval,borda,scores_4_neg,majority_judgement_5
1230,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
1231,2022-04-12,FR,superieur,public,40-49,h,Yannick Jadot,-2.0,approval,borda,scores_4_neg,majority_judgement_7
1232,2022-04-12,FR,superieur,public,18-29,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
1233,2022-04-12,FR,primaire,liberal,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1234,2022-04-12,FR,secondaire,prive,40-49,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1235,2022-04-12,FR,superieur,nspp,30-39,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1236,2022-04-12,FR,secondaire,autre,+70,h,Jean-Luc Mélenchon,1.0,approval,irv_1,scores_4_neg,majority_judgement_7
1237,2022-04-12,FR,nspp,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_3_neg,majority_judgement_7
1238,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1239,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1240,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
1241,2022-04-12,FR,secondaire,chomage,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
1242,2022-04-12,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1243,2022-04-12,FR,superieur,etudiant,18-29,h,abstention,-2.0,approval,borda,scores_4_neg,majority_judgement_7
1244,2022-04-12,FR,superieur,public,18-29,f,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_7
1245,2022-04-12,FR,superieur,etudiant,18-29,h,Eric Zemmour,2.0,approval,borda,scores_4_pos,majority_judgement_5
1246,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
1247,2022-04-12,FR,superieur,etudiant,18-29,h,Anne Hidalgo,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1248,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
1249,2022-04-12,CH,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1250,2022-04-12,FR,superieur,etudiant,18-29,f,Yannick Jadot,0.0,approval,irv_1,scores_4_neg,majority_judgement_5
1251,2022-04-12,BE,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
1252,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1253,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,0.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1254,2022-04-12,FR,superieur,nspp,40-49,h,nspp,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1255,2022-04-12,FR,superieur,public,50-59,f,Emmanuel Macron,0.0,approval,irv_1,scores_3_neg,majority_judgement_5
1256,2022-04-12,CH,superieur,etudiant,18-29,h,Emmanuel Macron,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1257,2022-04-12,FR,superieur,public,50-59,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
1258,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1259,2022-04-12,FR,superieur,etudiant,18-29,f,Valérie Pecresse,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1260,2022-04-12,FR,superieur,etudiant,18-29,h,Eric Zemmour,-1.0,approval,borda,scores_4_neg,majority_judgement_7
1261,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_neg,majority_judgement_7
1262,2022-04-12,FR,superieur,etudiant,18-29,f,Yannick Jadot,-1.0,approval,borda,scores_4_pos,majority_judgement_5
1263,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1264,2022-04-12,FR,secondaire,etudiant,0-18,h,m18,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
1265,2022-04-12,FR,superieur,etudiant,18-29,h,Fabien Roussel,-1.0,approval,irv_2,scores_3_neg,majority_judgement_5
1266,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1267,2022-04-12,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
1268,2022-04-12,FR,superieur,prive,18-29,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
1269,2022-04-12,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
1270,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_3_neg,majority_judgement_7
1271,2022-04-12,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1272,2022-04-12,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1273,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1274,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
1275,2022-04-12,FR,superieur,prive,18-29,h,ni,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1276,2022-04-12,GB,superieur,prive,40-49,h,Emmanuel Macron,0.0,approval,borda,scores_4_pos,majority_judgement_5
1277,2022-04-12,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1278,2022-04-12,FR,superieur,chomage,50-59,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
1279,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1280,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1281,2022-04-12,FR,superieur,public,18-29,f,Yannick Jadot,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1282,2022-04-12,FR,superieur,chomage,30-39,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
1283,2022-04-12,SE,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1284,2022-04-12,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_5
1285,2022-04-12,FR,superieur,etudiant,18-29,h,ni,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1286,2022-04-12,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
1287,2022-04-12,FR,superieur,prive,30-39,h,abstention,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1288,2022-04-12,FR,superieur,prive,18-29,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1289,2022-04-12,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1290,2022-04-12,FR,superieur,prive,30-39,h,Emmanuel Macron,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
